Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
GREENWICH LEISURE LIMITED,"£10,000.00", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£6,841.80", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£6,998.63", 27/09/2018,Childrens Services,Other Services
LITTLE ELMS DAYCARE NURSERY PENINSULA LTD,"£3,266.03", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,128.56", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£8,305.03", 27/09/2018,Childrens Services,Other Services
LITTLE PEOPLE`S MONTESSORI LIMITED,"£2,255.10", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,660.70", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£7,465.20", 27/09/2018,Childrens Services,Other Services
LOLLIPOPS COMPLETE CARE LTD,"£6,532.05", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,866.30", 27/09/2018,Childrens Services,Other Services
PELEDZIUKAS BILINGUAL CHILDCARE & EDUCATION CTR LT,£933.15, 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,850.75", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£3,732.60", 27/09/2018,Childrens Services,Other Services
RIPPLINGS PRE-SCHOOL,"£1,166.43", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
ROYAL ELTHAM PRE-SCHOOL,"£4,494.64", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,710.45", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£5,132.33", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,280.60", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£3,732.60", 27/09/2018,Childrens Services,Other Services
SHINING STARS DAY NURSERY,£933.15, 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,280.60", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£7,931.78", 27/09/2018,Childrens Services,Other Services
FIRST DAY NURSERIES LTD,"£2,643.92", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,£570.15, 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£6,065.48", 27/09/2018,Childrens Services,Other Services
THE NURSERY ON THE GREEN,"£4,199.18", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£3,420.90", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
UNDER ONE ROOF (KIDS) LTD,"£10,000.00", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£6,016.50", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£7,931.78", 27/09/2018,Childrens Services,Other Services
UNDER FIVES CRECHE PROJECT,"£2,799.45", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,900.50", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£10,000.00", 27/09/2018,Childrens Services,Other Services
ZEEBA WOOLWICH LIMITED T/AS ZEEBA DAYCARE,"£8,942.63", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£2,280.60", 27/09/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£3,376.50", 27/09/2018,Childrens Services,Other Services
ZIPPYS DAY NURSERY,"£1,866.30", 27/09/2018,Childrens Services,Other Services
BANSAL AND LONG LTD,£949.90, 27/09/2018,Health and Adult Services,Services by External Providers
GAMMA BUSINESS COMMUNICATIONS LTD,"£13,328.76", 28/09/2018,Chief Executives,Telephones
TELEFONICA UK LTD,£277.62, 28/09/2018,Chief Executives,Mobile Phones
TELEFONICA UK LTD,"£26,650.63", 28/09/2018,Chief Executives,Mobile Phones
NPOWER LTD,"£95,093.39", 28/09/2018,Regeneration Enterprise and Sk,Electricity
NPOWER LTD,"£111,040.08", 28/09/2018,Regeneration Enterprise and Sk,Electricity
UK CONTAINER MAINTENANCE LTD,"£6,602.76", 28/09/2018,Comm Safety and Environment,Large Containers
COSMUR CONSTRUCTION (LONDON) LTD,"£80,389.92", 28/09/2018,Planned Maintenance,Roofs
STORM ENVIRONMENTAL LIMITED,"£8,166.48", 28/09/2018,Comm Safety and Environment,Large Containers
GREENWICH LEISURE LIMITED,"£1,392.26", 28/09/2018,Health and Adult Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"£2,400.00", 28/09/2018,Childrens Services,Other Services
CORNERSTONE,"£1,219.68", 28/09/2018,Housing Services,Landlord Incentive Payments
CORNERSTONE,"£1,821.72", 28/09/2018,Housing Services,Rent in Advance
CORNERSTONE,£910.00, 28/09/2018,Housing Services,Deposits
FLOWER SKILLS & TRAINING LTD,"£9,000.00", 28/09/2018,Regeneration Enterprise and Sk,Services Private Contractor
1ST STEPS HOUSING KENT,"£14,773.50", 28/09/2018,Housing Services,Rents Other
UNDER FIVES CRECHE PROJECT,£516.39, 28/09/2018,Childrens Services,Additional support for 3&4yr old withSEN
UNDER FIVES CRECHE PROJECT,£743.58, 28/09/2018,Childrens Services,Additional support for 3&4yr old withSEN
UNDER FIVES CRECHE PROJECT,£516.39, 28/09/2018,Childrens Services,Additional support for 3&4yr old withSEN
NHS LAMBETH CCG,"£100,000.00", 28/09/2018,Health and Adult Services,MIsc
MARSTON GROUP LIMITED,"£15,091.20", 28/09/2018,Regeneration Enterprise and Sk,Services Private Contractor
MARSTON GROUP LIMITED,"-£12,576.00", 28/09/2018,Regeneration Enterprise and Sk,Services Private Contractor
ORBIS PROTECT LIMITED,"£17,660.16", 28/09/2018,Chief Executives,Other Services
GREENWICH LOCK & KEY LTD,£777.60, 28/09/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£806.99, 28/09/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£672.35, 28/09/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£689.48, 28/09/2018,Housing Services HRA,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),£763.78, 28/09/2018,Housing Services HRA,Materials
ANGELS ABODE LIMITED,"£1,350.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,650.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Childrens Services,Asylum Immigration
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,708.00", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£5,424.84", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,614.04", 28/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,714.53", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,428.57", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,708.00", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,714.53", 28/09/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,500.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,708.00", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,274.97", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,500.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£3,284.23", 28/09/2018,Health and Adult Services,Services Private Contractor
ANGELS ABODE LIMITED,"£1,050.00", 28/09/2018,Childrens Services,LC Independent Living
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
ANGELS ABODE LIMITED,"£1,800.00", 28/09/2018,Health and Adult Services,Rents Other
REDACTED PERSONAL INFORMATION,"£17,850.00", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£4,403.40", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£5,262.85", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£3,000.00", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£5,200.00", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£3,985.72", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,744.90", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,571.42", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£2,964.72", 28/09/2018,Health and Adult Services,Voluntary Bodies Other Care
REDACTED PERSONAL INFORMATION,"£2,489.40", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£2,489.40", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£5,100.00", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£5,953.33", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£15,000.00", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£4,125.90", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,400.20", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£6,156.02", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,044.84", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£6,090.57", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£3,642.90", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£7,282.74", 28/09/2018,Health and Adult Services,Services Private Contractor
CARE TECH COMMUNITY SERVICES LTD,"£7,639.55", 28/09/2018,Health and Adult Services,Services Private Contractor
CARE TECH COMMUNITY SERVICES LTD,"£4,021.01", 28/09/2018,Health and Adult Services,Supported Living
CARE TECH COMMUNITY SERVICES LTD,"£7,308.43", 28/09/2018,Health and Adult Services,Services Private Contractor
CARE TECH COMMUNITY SERVICES LTD,"£6,866.94", 28/09/2018,Health and Adult Services,Services Private Contractor
CARE TECH COMMUNITY SERVICES LTD,"£9,651.58", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£21,998.57", 28/09/2018,Childrens Services,Agency Placements
CARE TECH COMMUNITY SERVICES LTD,"£5,777.03", 28/09/2018,Health and Adult Services,Supported Living
CARE TECH COMMUNITY SERVICES LTD,"£6,008.11", 28/09/2018,Health and Adult Services,Services Private Contractor
CARE TECH COMMUNITY SERVICES LTD,"£5,976.76", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£16,285.50", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,296.70", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£5,104.42", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,714.29", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£13,928.57", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£2,441.81", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£5,761.29", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£21,428.70", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,642.90", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£5,957.44", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£16,500.00", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£14,067.90", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£14,067.90", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£6,411.25", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,743.79", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£4,868.57", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£6,557.14", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£8,443.75", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£3,099.81", 28/09/2018,Health and Adult Services,Supported Living
REDACTED PERSONAL INFORMATION,"£3,857.14", 28/09/2018,Health and Adult Services,Supported Living
PEACE MANOR RESIDENTIAL CARE LIMITED,"£4,028.57", 28/09/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"£4,050.00", 28/09/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"£4,071.42", 28/09/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"£5,142.85", 28/09/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"£4,928.57", 28/09/2018,Health and Adult Services,Services Private Contractor
PEACE MANOR RESIDENTIAL CARE LIMITED,"£3,214.28", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£8,935.50", 28/09/2018,Health and Adult Services,Private Sector Nursing Homes
NEXT STEP FOSTERING SERVICES LTD,"£3,681.30", 28/09/2018,Childrens Services,Agency Placements
THE GRACE EYRE FOUNDATION,"£1,069.16", 28/09/2018,Health and Adult Services,Voluntary Bodies Other Care
NEXT STEP FOSTERING SERVICES LTD,"£5,520.00", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£1,786.32", 28/09/2018,Health and Adult Services,Voluntary Bodies Other Care
REDACTED PERSONAL INFORMATION,"£2,408.40", 28/09/2018,Health and Adult Services,Services Private Contractor
NEXT STEP FOSTERING SERVICES LTD,"£3,497.10", 28/09/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£2,408.40", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,413.30", 28/09/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,584.60", 28/09/2018,Health and Adult Services,Services Private Contractor
